KW,CHWTON,HTmmBTU,temperature,dew_point_temperature,station_level_pressure,sea_level_pressure,wet_bulb_temperature,altimeter,DayOfYear_cos,Combined mmBTU,GHG
16055.32,15729.64789,1629.411765,21.1,5,977.6,1016.2,12.6,1017.6,0.763538854,1872.971357,8.715
16322,14349.43662,1598.529412,20,4.4,977.9,1016.4,11.9,1017.9,0.763538854,1826.434897,8.742
14421.7,17746.26761,1567.647059,18.9,4.4,977.9,1016.5,11.5,1017.9,0.763538854,1829.833944,6.42
15275.07,20253.73239,1523.529412,18.9,4.4,978.3,1016.8,11.5,1018.3,0.763538854,1818.7207,5.555
16123.57,22612.8169,1432.352941,19.4,4.4,978.3,1016.6,11.7,1018.3,0.763538854,1758.751282,5.495
15751.1,25109.22535,1455.882353,18.9,3.3,977.9,1016.4,11,1017.9,0.763538854,1810.969447,5.4155
15972.73,25669.01408,1494.117647,17.8,3.9,977.9,1016.6,10.8,1017.9,0.763538854,1856.679115,5.336
16123.85,26829.47183,1379.411765,17.2,3.9,977.9,1016.8,10.5,1017.9,0.763538854,1756.415716,5.432
16246.58,26348.70423,1355.882353,17.2,3.9,978.3,1017.2,10.5,1018.3,0.763538854,1727.535341,5.528
16373.4,25867.93662,1391.176471,18.3,3.9,978.9,1017.7,11,1019,0.763538854,1757.492451,5.624
16188.02,25387.16901,1426.470588,21.1,2.8,979.6,1018.3,11.8,1019.6,0.763538854,1786.384234,7.189
15553.67,24906.40141,1438.235294,22.2,2.2,979.9,1018.6,12.1,1020,0.763538854,1790.214575,8.061
13640.32,24425.6338,1505.882353,25,2.8,979.9,1018.7,13.4,1020,0.763538854,1845.562909,7.325
14145.8275,21811.26761,1514.705882,26.1,2.8,979.2,1017.8,13.8,1019.3,0.763538854,1824.736025,5.959
14651.335,21136.16197,1538.235294,26.7,2.8,977.9,1016.7,14,1017.9,0.763538854,1841.888356,6.303
15156.8425,18547.8169,1511.764706,27.2,3.3,977,1015.4,14.4,1016.9,0.763538854,1786.079637,6.81
15662.35,16708.06338,1552.941176,28.3,2.2,976.3,1014.7,14.5,1016.3,0.763538854,1806.901927,8.505
15630.3,15464.54225,1455.882353,28.3,0.6,976,1014.5,14,1015.9,0.763538854,1694.810071,8.486
15447.45,14255.77465,1476.470588,27.8,0.6,976,1014.6,13.7,1015.9,0.77081391,1700.267777,8.388
14323.8,13510.66901,1441.176471,27.8,-1.7,976,1014.7,13.1,1015.9,0.77081391,1652.197289,7.776
13883,12950.52817,1420.588235,25,0.6,976.3,1015,12.6,1016.3,0.77081391,1623.382574,7.538
13653.8,12438.1338,1450,23.9,1.7,976.3,1015.1,12.5,1016.3,0.77081391,1645.862919,7.411
13645.25,12149.15493,1558.823529,22.2,2.2,976.6,1015.4,12,1016.6,0.77081391,1751.189198,7.409
13937.52,12610.6338,1667.647059,21.1,2.8,977,1015.5,11.8,1016.9,0.77081391,1866.548318,7.565
14504.48,13186.12676,1629.411765,20,5.6,977.3,1016,12.4,1017.3,0.77081391,1837.154245,7.875
13771.315,13705.07042,1591.176471,18.9,4.4,977.3,1016.1,11.5,1017.3,0.77081391,1802.64507,6.705
13038.15,15265.6338,1552.941176,18.9,4.4,977.3,1015.9,11.5,1017.3,0.77081391,1780.636515,5.722
14650.35,18773.55634,1514.705882,17.8,3.9,977,1015.7,10.8,1016.9,0.77081391,1790.001628,5.255
16680.48,22473.73239,1514.705882,17.2,3.9,977,1015.5,10.5,1016.9,0.77081391,1841.335407,5.411
15148.8,24561.72535,1526.470588,17.2,3.3,976.6,1015.1,10.3,1016.6,0.77081391,1872.931817,5.679833333
15007.23,25718.06338,1402.941176,16.1,3.9,976.6,1015.2,10,1016.6,0.77081391,1762.796695,5.948666667
16340.18,27440.10563,1338.235294,15.6,3.9,977,1015.6,9.8,1016.9,0.77081391,1723.305733,6.2175
16420.97,27014.3169,1350,15.6,2.2,977,1015.9,9.1,1016.9,0.77081391,1730.236172,6.486333333
16167.3,26588.52817,1314.705882,17.2,2.2,977.9,1016.6,9.9,1017.9,0.77081391,1688.966501,6.755166667
16138.73,26162.73944,1394.117647,19.4,3.3,978.3,1017,11.3,1018.3,0.77081391,1763.170827,7.024
15653.35,25736.9507,1352.941176,22.2,3.3,978.3,1016.8,12.5,1018.3,0.77081391,1715.228134,8.151
14888.95,25311.16197,1402.941176,24.4,2.8,977.9,1016.6,13.2,1017.9,0.77081391,1757.509805,8.014
12736.63,23040.49296,1426.470588,25.6,2.8,977.3,1015.8,13.6,1017.3,0.77081391,1746.444197,6.923
13099.15,21492.53521,1500,27.8,3.3,975.6,1014.3,14.6,1015.6,0.77081391,1802.63339,6.342
13461.67,20101.58451,1464.705882,28.3,2.8,975,1013.3,14.7,1014.9,0.77081391,1751.883317,7.309
16336.23,18299.61268,1435.294118,28.9,1.7,974.3,1012.8,14.5,1014.2,0.77081391,1710.654766,8.87
16170.1,16734.50704,1458.823529,30,1.7,974,1012.4,14.9,1013.9,0.77081391,1714.83424,8.78
15000.3,14901.19718,1441.176471,30,1.1,973.7,1012.2,14.7,1013.5,0.778008718,1671.193644,8.142
14042.27,13880.45775,1452.941176,28.3,1.1,973.7,1012.3,14.1,1013.5,0.778008718,1667.439208,7.624
13941.2,13359.19014,1455.882353,25.6,2.2,974,1012.6,13.4,1013.9,0.778008718,1663.779697,7.569
13804.3,13005.10563,1435.294118,23.9,3.3,974.3,1012.9,13.1,1014.2,0.778008718,1638.474898,7.494
13871.22,13266.90141,1526.470588,26.1,2.2,974.3,1013,13.6,1014.2,0.778008718,1733.021568,7.53
14213.73,13899.57746,1614.705882,23.9,3.9,975,1013.3,13.3,1014.9,0.778008718,1830.018449,7.713
15258.17,14385.03521,1697.058824,21.1,4.4,975,1013.5,12.4,1014.9,0.778008718,1921.761402,8.281
14288.785,14120.6338,1625.490196,20,3.9,975,1013.6,11.7,1014.9,0.778008718,1843.711802,6.816
13319.4,17156.93662,1553.921569,19.4,3.3,975,1013.4,11.3,1014.9,0.778008718,1805.274409,5.916
14663.4,20890.6338,1482.352941,18.9,3.9,974.7,1013.2,11.2,1014.6,0.778008718,1783.100555,5.318
15750.6,24858.23944,1461.764706,17.8,3.9,974.7,1013.1,10.8,1014.6,0.778008718,1813.837977,4.854
14854.25,26566.79577,1485.294118,18.9,3.9,975,1013.3,11.2,1014.9,0.778008718,1854.813374,5.289666667
15174.2,27844.96479,1447.058824,17.8,3.3,975.3,1013.9,10.5,1015.2,0.778008718,1833.009334,5.725333333
15454.42,28959.43662,1373.529412,16.1,3.9,975.6,1014.4,10,1015.6,0.778008718,1773.811053,6.161
15693.48,30101.83099,1270.588235,16.7,3.3,976,1014.8,10.1,1015.9,0.778008718,1685.395657,6.596666667
15784.7,29256.20599,1310.294118,17.8,3.3,976.3,1015.2,10.5,1016.3,0.778008718,1715.26435,7.032333333
15914.825,28410.58099,1350,21.7,2.8,977,1015.5,12,1016.9,0.778008718,1745.265799,7.468
16044.95,27564.95599,1394.117647,24.4,1.1,977,1015.5,12.6,1016.9,0.778008718,1779.679013,8.362
15225,26719.33099,1482.352941,26.7,1.1,976.6,1015.2,13.5,1016.6,0.778008718,1854.967911,8.247
14229.7,25101.02113,1397.058824,28.9,0.6,976,1014.3,14.2,1015.9,0.778008718,1746.855951,7.726
14943.28333,22265.70423,1535.294118,30,0.6,974.7,1013,14.6,1014.6,0.778008718,1853.499193,6.783
15656.86667,20092.92254,1485.294118,31.1,0,973.7,1011.9,14.8,1013.5,0.778008718,1779.858318,6.954
16370.45,18591.61972,1470.588235,31.7,-0.6,972.7,1011.1,14.9,1012.5,0.778008718,1749.57007,8.89
16007.23,16614.54225,1491.176471,31.7,-0.6,972.4,1010.5,14.9,1012.2,0.778008718,1745.191704,8.691
15514.08,14984.6831,1458.823529,31.1,0,972,1010.2,14.8,1011.9,0.785121146,1691.595811,8.423
14919.48,14557.25352,1508.823529,28.3,1.1,972,1010.4,14.1,1011.9,0.785121146,1734.437203,8.101
14391.7,13708.23944,1452.941176,26.1,1.7,972.4,1010.8,13.4,1012.2,0.785121146,1666.56476,7.814
14206.33,13318.4507,1467.647059,25,2.2,972.7,1011,13.2,1012.5,0.785121146,1675.960193,7.713
14556.3,14344.89437,1520.588235,23.3,2.2,973,1011.3,12.5,1012.9,0.785121146,1742.414071,7.903
14783.28,15430.56338,1608.823529,22.2,2.8,973.3,1011.6,12.2,1013.2,0.785121146,1844.453157,8.027
14975.98,16331.65493,1641.176471,21.1,4.4,973.3,1011.6,12.4,1013.2,0.785121146,1888.277777,8.131
15098.32667,15976.19718,1641.176471,21.7,1.7,973.7,1012.1,11.6,1013.5,0.785121146,1884.429366,7.079
15220.67333,17430.3169,1641.176471,19.4,1.7,974,1012.3,10.7,1013.9,0.785121146,1902.297942,6.069
15343.02,21178.73239,1505.882353,18.9,2.2,974,1012.4,10.6,1013.9,0.785121146,1812.40656,5.712
16341.3,24204.26056,1467.647059,18.3,2.2,974,1012.3,10.4,1013.9,0.785121146,1813.887499,5.218
15347.5,26276.26761,1417.647059,18.3,1.7,974,1012.3,10.2,1013.9,0.785121146,1785.362774,5.606
16284,27832.71127,1452.941176,18.9,1.1,974.7,1013,10.2,1014.6,0.785121146,1842.531625,5.994
16283.1,29308.73239,1347.058824,18.3,2.2,975,1013.3,10.4,1014.9,0.785121146,1754.360134,6.382
17651.53,28607.67606,1332.352941,17.8,1.1,975.6,1014.1,9.7,1015.6,0.785121146,1735.910302,6.77
17394.6675,27906.61972,1329.411765,18.3,1.1,976.3,1014.9,10,1016.3,0.785121146,1723.679155,7.158
17137.805,27205.56338,1297.058824,21.7,1.7,976.6,1015.2,11.6,1016.6,0.785121146,1682.036243,8.737
16880.9425,26504.50704,1285.294118,23.9,2.2,977,1015.3,12.7,1016.9,0.785121146,1660.981566,9.353
16624.08,25803.4507,1364.705882,26.1,1.7,976.6,1015.1,13.4,1016.6,0.785121146,1731.103359,8.974
15841.48,23614.54225,1338.235294,28.3,2.2,976,1014.5,14.5,1015.9,0.785121146,1675.692896,8.602
16294.58,21993.97887,1361.764706,30,2.2,974.7,1013.2,15.1,1014.6,0.785121146,1681.319828,7.861
16747.68,20354.47183,1444.117647,30,1.1,973.7,1012.1,14.7,1013.5,0.785121146,1745.542942,7.747
17200.78,18614.40141,1391.176471,31.1,1.1,973,1011.4,15.2,1012.9,0.785121146,1673.265065,9.898
17653.88,16692.25352,1423.529412,31.7,1.1,973,1011.2,15.4,1012.9,0.785121146,1684.096169,9.585
17034.1,15511.5493,1452.941176,30.6,1.7,972.7,1011,15.1,1012.5,0.792149087,1697.22325,9.248
16924.95,14748.27465,1388.235294,28.9,2.8,973,1011.3,14.9,1012.9,0.792149087,1622.984749,9.189
16305.85,13697.64085,1382.352941,27.2,2.8,973.7,1012,14.2,1013.5,0.792149087,1602.381027,8.854
15791.05,13754.29577,1452.941176,26.1,3.3,973.7,1012.3,14,1013.5,0.792149087,1671.892522,8.572
15829.25,13608.76761,1517.647059,23.9,3.9,974,1012.6,13.3,1013.9,0.792149087,1734.982252,8.592
16130.52,13733.62676,1547.058824,22.2,3.9,974.3,1012.8,12.6,1014.2,0.792149087,1766.920499,8.757
16670.92,14318.59155,1537.254902,21.1,5.6,974.7,1013.2,12.8,1014.6,0.792149087,1765.980839,9.051
16891.2525,14574.15493,1527.45098,20.6,5,975,1013.5,12.4,1014.9,0.792149087,1759.995814,7.866
17111.585,15723.52113,1517.647059,20,3.9,975.3,1013.7,11.7,1015.2,0.792149087,1764.73744,6.649
17331.9175,18309.0493,1450,18.9,3.9,975.3,1013.7,11.2,1015.2,0.792149087,1728.871505,6.762714286
17552.25,21954.85915,1379.411765,18.9,3.9,975.6,1014,11.2,1015.6,0.792149087,1702.788981,6.876428571
18796.35,24718.16901,1441.176471,18.3,2.8,975.6,1014.1,10.6,1015.6,0.792149087,1801.961818,6.990142857
18665.8,25425.35211,1388.235294,18.3,2.8,975.6,1014.1,10.6,1015.6,0.792149087,1757.062164,7.103857143
19188.78,26834.75352,1329.411765,17.8,2.2,975.6,1014.1,10.1,1015.6,0.792149087,1716.937632,7.217571429
19307.9,26281.30986,1311.764706,16.7,2.2,976.3,1014.8,9.6,1016.3,0.792149087,1693.055095,7.331285714
19444.38,25727.8662,1302.941176,18.3,2.8,977,1015.6,10.6,1016.9,0.792149087,1678.055325,7.445
19450.25,25174.42254,1364.705882,21.7,2.2,977.3,1016.1,11.8,1017.3,0.792149087,1733.198108,8.957
18017.5,24620.97887,1361.764706,23.9,2.2,977.6,1016.1,12.7,1017.6,0.792149087,1718.725974,9.46
18137.65,24067.53521,1397.058824,26.7,1.7,977.3,1015.8,13.7,1017.3,0.792149087,1747.788129,9.28275
17634.9,22779.26056,1402.941176,27.8,1.1,976.6,1015,13.9,1016.6,0.792149087,1736.494175,9.1055
16910.92,21137.67606,1352.941176,28.9,0.6,975.6,1013.9,14.2,1015.6,0.792149087,1664.322841,8.92825
16116.47,19295.88028,1423.529412,30.6,0.6,974.7,1013,14.8,1014.6,0.792149087,1710.096513,8.751
15027.22,17645.9507,1444.117647,32.2,0,974,1012.4,15.2,1013.9,0.792149087,1707.166844,8.159
14043.1,15995.21127,1441.176471,32.2,-0.6,973.7,1012,15.1,1013.5,0.792149087,1681.056783,7.624
13663.77,14777.35915,1476.470588,31.1,-1.1,973.3,1011.7,14.5,1013.2,0.799090457,1700.440893,7.418
13356.88,14054.96479,1408.823529,30,0,973.7,1012,14.4,1013.5,0.799090457,1623.077072,7.252
13087.5,13729.71831,1467.647059,27.8,1.1,974,1012.5,13.9,1013.9,0.799090457,1677.078063,7.105
13249.78,13402.74648,1508.823529,25.6,2.2,974.3,1012.7,13.4,1014.2,0.799090457,1714.884251,7.192
13263.48,13418.16901,1544.117647,23.9,2.8,974.7,1013.1,12.9,1014.6,0.799090457,1750.410206,7.2
13381.33,13150.35211,1608.823529,22.8,2.8,974.7,1013.2,12.5,1014.6,0.799090457,1812.304122,7.265
13663.1,13184.19014,1586.27451,21.1,3.9,975,1013.5,12.2,1014.9,0.799090457,1791.122688,7.419
13535.95,12833.90845,1563.72549,20.6,3.3,975,1013.4,11.7,1014.9,0.799090457,1763.936013,7.26
13831.63,14401.76056,1541.176471,19.4,2.8,975,1013.2,11.1,1014.9,0.799090457,1761.211958,6.215
14952.73,17847.67606,1432.352941,18.9,1.7,974.7,1013,10.4,1014.6,0.799090457,1697.568888,6.062
16871.72,20938.59155,1400,18.9,1.1,974.7,1013.1,10.2,1014.6,0.799090457,1708.858661,6.458
17246.4,22036.47887,1429.411765,18.3,1.1,974.7,1013.1,10,1014.6,0.799090457,1752.724852,5.702
17626.63,23495.10563,1423.529412,17.8,1.1,974.7,1013.1,9.7,1014.6,0.799090457,1765.645146,6.196
18394.4,25499.26056,1341.176471,16.1,1.7,975,1013.4,9.2,1014.9,0.799090457,1709.964222,6.69
18774.53,24936.76761,1352.941176,15.6,2.2,975.3,1014.1,9.1,1015.2,0.799090457,1716.275498,7.184
18824.65,24374.27465,1326.470588,16.7,2.8,976,1014.5,9.8,1015.9,0.799090457,1683.225381,7.404
18669.475,23811.78169,1355.882353,20.6,2.2,976.3,1014.9,11.3,1016.3,0.799090457,1705.357083,9.393
18514.3,23249.28873,1402.941176,22.8,1.1,976.3,1015,11.9,1016.3,0.799090457,1745.135844,9.803
17838.42,22686.79577,1358.823529,25,1.1,976.3,1014.9,12.8,1016.3,0.799090457,1691.961321,9.67
17491.3,21381.02113,1494.117647,26.7,0.6,975.3,1013.9,13.3,1015.2,0.799090457,1810.400173,9.497
16969.65,19812.78169,1450,28.9,1.1,974.7,1012.9,14.3,1014.6,0.799090457,1745.681831,9.215
15771.07,18357.32394,1505.882353,30,1.1,973.7,1011.9,14.7,1013.5,0.799090457,1780.007094,8.563
16122.79667,17441.93662,1494.117647,29.4,1.1,973.3,1011.6,14.5,1013.2,0.799090457,1758.456904,8.34
16474.52333,16071.61972,1576.470588,29.4,0,973,1011.5,14.2,1012.9,0.799090457,1825.564688,8.057
16826.25,14009.22535,1479.411765,29.4,0,973,1011.3,14.2,1012.9,0.805943201,1704.954992,9.135
17742.6,14011.90141,1450,27.8,1.1,973,1011.6,13.9,1012.9,0.805943201,1678.702224,9.633
16654.2,12917.60563,1441.176471,26.1,1.7,973.3,1011.8,13.4,1013.2,0.805943201,1653.031929,9.042
16364.05,11800.10563,1488.235294,23.9,2.8,973.3,1012,12.9,1013.2,0.805943201,1685.689396,8.883
17335.08,12777.07746,1561.764706,23.9,2.8,973.7,1012.1,12.9,1013.5,0.805943201,1774.257048,9.41
18104.88,14118.06338,1635.294118,22.2,3.3,974,1012.6,12.4,1013.9,0.805943201,1866.506622,9.831
18604.18,14599.64789,1647.058824,20.6,5,974.3,1013,12.4,1014.2,0.805943201,1885.754663,10.102
18936.22,14409.82394,1627.941176,20,5,974.3,1012.9,12.2,1014.2,0.805943201,1865.491939,10.195
19313.18,15304.3662,1608.823529,18.9,3.3,974.7,1013,11,1014.6,0.805943201,1858.396126,9.578
20389.33,17697.46479,1441.176471,18.9,2.8,974.3,1012.7,10.8,1014.2,0.805943201,1723.141143,8.535
21504.05,22278.59155,1447.058824,17.2,2.8,974.3,1012.8,10.1,1014.2,0.805943201,1787.806012,8.01
22044.53,24408.09859,1402.941176,16.7,1.7,974.3,1012.9,9.4,1014.2,0.805943201,1771.089163,8.235
22318.3,25981.51408,1376.470588,16.7,1.7,974.7,1013.2,9.4,1014.6,0.805943201,1764.435542,8.46
22434.3,27402.88732,1408.823529,16.1,2.2,975,1013.7,9.4,1014.9,0.805943201,1814.242408,8.685
22611.92,28323.48592,1314.705882,16.1,1.7,975.3,1014.1,9.2,1015.2,0.805943201,1731.779088,8.91
22654.45,27896.92488,1402.941176,17.2,2.2,976,1014.8,9.9,1015.9,0.805943201,1815.04029,9.135
22497.67,27470.36385,1376.470588,20,2.2,977,1015.5,11.1,1016.9,0.805943201,1782.915501,10.659
21963,27043.80282,1411.764706,22.2,2.2,976.6,1015.3,12,1016.6,0.805943201,1811.265935,11.62
20730.65,24649.57746,1405.882353,25,2.2,977,1015.5,13.2,1016.9,0.805943201,1772.444979,11.208
19628.58,22598.09859,1461.764706,26.7,2.2,976.6,1015,13.8,1016.6,0.805943201,1799.946634,10.657
18751.17,21000.6338,1485.294118,28.3,1.1,975.6,1014,14.1,1015.6,0.805943201,1801.310646,10.181
19394.9,19097.14789,1564.705882,28.9,1.1,975,1013.3,14.3,1014.9,0.805943201,1860.075028,10.531
22860.05,17640.38732,1532.352941,29.4,0.6,974.7,1013,14.4,1014.6,0.805943201,1822.063512,10.905
22138.05,15787.04225,1567.647059,30,-1.1,974.7,1013,14.1,1014.6,0.805943201,1832.651684,11.279
21461.35,14030.66901,1497.058824,30,-1.1,974.7,1013.2,14.1,1014.6,0.812705286,1738.675854,11.653
20507.95,13235.70423,1502.941176,28.3,0.6,975.3,1013.8,13.9,1015.2,0.812705286,1731.764416,11.135
20023.33,12605.77465,1452.941176,24.4,1.7,975.6,1014.4,12.8,1015.6,0.812705286,1672.550865,10.872
19673.55,11875.03521,1594.117647,23.9,1.7,976,1014.8,12.5,1015.9,0.812705286,1803.76407,10.681
19676.55,11315.70423,1670.588235,24.4,0.6,976.6,1015.1,12.4,1016.6,0.812705286,1873.532287,10.684
19363.28,11742.14789,1697.058824,22.8,2.2,977.3,1015.9,12.3,1017.3,0.812705286,1904.051706,10.514
19677.67,13385.07042,1702.941176,20.6,2.2,977.6,1016.3,11.3,1017.6,0.812705286,1930.723797,10.684
19112.2,13269.19014,1723.529412,19.4,3.3,977.6,1016.3,11.3,1017.6,0.812705286,1947.991772,10.269
19451.83,14510.17606,1744.117647,18.3,1.1,977.9,1016.5,10,1017.9,0.812705286,1984.632177,10.019
20118.45,15854.71831,1644.117647,18.3,1.7,977.9,1016.5,10.2,1017.9,0.812705286,1903.042936,9.724
20962.2,17799.15493,1608.823529,17.2,2.2,977.9,1016.7,9.9,1017.9,0.812705286,1893.963416,9.101
20802.6,21232.07746,1555.882353,16.1,1.1,978.3,1017,9,1018.3,0.812705286,1881.676608,9.365833333
20913,22928.34507,1485.294118,15.6,1.7,978.6,1017.3,8.9,1018.6,0.812705286,1831.822234,9.630666667
21280.8,24730.38732,1402.941176,15.6,1.7,978.6,1017.5,8.9,1018.6,0.812705286,1772.350901,9.8955
21452.4,24220.39437,1400,16.1,1.7,979.2,1018,9.2,1019.3,0.812705286,1763.874784,10.16033333
21688.6,23710.40141,1347.058824,17.2,1.1,980.2,1019.1,9.5,1020.3,0.812705286,1705.619103,10.42516667
21333.72,23200.40845,1373.529412,18.3,0.6,980.2,1019.1,9.8,1020.3,0.812705286,1724.75823,10.69
20750.5,22690.41549,1379.411765,20,1.1,980.6,1019.3,10.7,1020.7,0.812705286,1722.529953,11.04
20050.22,22180.42254,1426.470588,22.2,0.6,980.2,1019,11.5,1020.3,0.812705286,1761.0787,10.879
19748.78667,20114.50704,1502.941176,24.4,1.1,979.2,1018.1,12.6,1019.3,0.812705286,1811.727364,10.043
19447.35333,18612.07746,1523.529412,25.6,0.6,978.3,1016.8,12.9,1018.3,0.812705286,1813.256149,9.704
19145.92,16693.09859,1532.352941,26.7,0,977.6,1016.2,13.1,1017.6,0.812705286,1798.021161,10.395
21961.28,17279.22535,1547.058824,27.2,0.6,977,1015.5,13.5,1016.9,0.812705286,1829.368147,11.924
21923.9,14205.9507,1511.764706,26.7,2.2,976,1014.7,13.8,1015.9,0.812705286,1757.063685,11.902
21691.08,13034.11972,1476.470588,26.1,3.3,976,1014.5,14,1015.9,0.819374711,1706.911806,11.777
20592.05,12508.09859,1467.647059,25.6,3.9,976,1014.7,14,1015.9,0.819374711,1688.02518,11.181
19900.08,11655.10563,1485.294118,22.8,4.4,976.3,1015,13.1,1016.3,0.819374711,1693.074129,10.805
19680.25,11229.96479,1573.529412,21.7,5,976.3,1014.9,12.9,1016.3,0.819374711,1775.457118,10.683
19620.67,11351.61972,1658.823529,21.1,5,976.3,1015,12.6,1016.3,0.819374711,1862.007927,10.652
20337.4,11118.52113,1767.647059,20.6,5.6,976.6,1015.4,12.6,1016.6,0.819374711,1970.479722,11.042
19934.22667,11138.90845,1736.27451,18.3,5.6,976.6,1015.4,11.7,1016.6,0.819374711,1937.976087,10.204
19531.05333,11549.75352,1704.901961,17.8,6.1,976.6,1015.3,11.7,1016.6,0.819374711,1910.158389,10.102
19127.88,13604.92958,1673.529412,17.8,5.6,976.3,1015.1,11.4,1016.3,0.819374711,1902.074533,9.282
19930.8,15723.87324,1579.411765,17.2,4.4,976.3,1014.9,10.7,1016.3,0.819374711,1836.126442,8.295
20282.05,18942.74648,1517.647059,15.6,5,976.3,1014.8,10.2,1016.3,0.819374711,1814.190454,7.6
20666.65,21085.49296,1435.294118,15.6,4.4,976.3,1014.9,10,1016.3,0.819374711,1758.865287,7.9935
21089.25,23245.45775,1314.705882,15.6,3.9,976.3,1014.9,9.8,1016.3,0.819374711,1665.641133,8.387
21048.3,24193.16901,1364.705882,14.4,3.9,976.6,1015.6,9.3,1016.6,0.819374711,1726.875011,8.7805
21118.58,25131.97183,1344.117647,14.4,3.9,977.3,1016.2,9.3,1017.3,0.819374711,1717.793296,9.174
21307.1,24347.47359,1361.764706,15.6,4.4,978.3,1017.2,10,1018.3,0.819374711,1726.668775,9.5675
20979.18,23562.97535,1314.705882,17.8,3.3,978.3,1017.4,10.75,1018.6,0.819374711,1669.076111,9.961
20502.25,22778.47711,1414.705882,20,3.3,978.3,1017.2,11.5,1018.3,0.819374711,1758.033801,10.845
19850.3,21993.97887,1423.529412,22.2,3.3,977.9,1016.6,12.5,1017.9,0.819374711,1755.217796,10.755
19364.58,20605.77465,1579.411765,23.9,2.8,977,1015.5,12.9,1016.9,0.819374711,1892.782686,10.514
18770.47,18785.07042,1538.235294,25.6,2.8,975.6,1014.3,13.6,1015.6,0.819374711,1827.728399,10.194
18919.53,17259.85915,1582.352941,27.2,2.2,975,1013.7,14,1014.9,0.819374711,1854.050417,10.272
20156.025,15840.6338,1500,27.8,2.2,974.3,1012.9,14.3,1014.2,0.819374711,1758.884476,12.002
21392.52,14714.01408,1479.411765,28.3,2.2,974,1012.7,14.5,1013.9,0.819374711,1728.994843,11.615
20683.83,13357.67606,1494.117647,27.8,1.1,974,1012.6,13.9,1013.9,0.825949498,1725.004847,11.229
20345.38,12755.24648,1467.647059,26.7,1.7,974.3,1012.9,13.6,1014.2,0.825949498,1690.149518,11.046
20059.1,12042.64085,1555.882353,25,2.2,974.7,1013.6,13.2,1014.6,0.825949498,1768.855855,10.892
19813.75,11887.11268,1526.470588,24.4,2.2,975,1013.8,13,1014.9,0.825949498,1736.740362,10.758
19633.05,11834.64789,1611.764706,22.8,2.8,975.3,1014,12.5,1015.2,0.825949498,1820.788236,10.66
19302.13,12214.78873,1655.882353,20.6,3.9,976,1014.7,12,1015.9,0.825949498,1868.3388,10.48
18485.38,12558.27465,1644.117647,20,3.9,976,1014.8,11.7,1015.9,0.825949498,1857.909301,10.035
18486.59667,12679.54225,1588.235294,18.9,5,976.3,1014.8,11.7,1016.3,0.825949498,1803.486449,9.619
18487.81333,13057.00704,1532.352941,17.8,5,976.3,1014.9,11.2,1016.3,0.825949498,1752.138254,8.168
18489.03,16564.54225,1429.411765,16.7,4.4,976.6,1015.1,10.5,1016.6,0.825949498,1691.295642,7.469
19838.38,19956.30282,1488.235294,16.1,4.4,976.6,1015.3,10.2,1016.6,0.825949498,1795.428573,7.14
19633.57,21364.89437,1535.294118,15.6,3.9,977.3,1015.9,9.8,1017.3,0.825949498,1858.69322,7.471166667
19791.28,22107.32394,1491.176471,16.1,3.3,977.6,1016.1,9.8,1017.6,0.825949498,1824.02373,7.802333333
20077.07,22794.85915,1470.588235,15,3.3,977.9,1016.6,9.3,1017.9,0.825949498,1812.661906,8.1335
19587.98,23419.33099,1432.352941,13.9,4.4,978.3,1017.3,9.2,1018.3,0.825949498,1780.252051,8.464666667
19607.1,23766.79577,1408.823529,16.7,3.9,978.9,1017.7,10.3,1019,0.825949498,1760.957856,8.795833333
19607.1,23783.1338,1411.764706,19.4,3.9,979.6,1018.3,11.5,1019.6,0.825949498,1764.095108,9.127
19521.38,22797.1831,1432.352941,22.2,2.2,979.6,1018.2,12.1,1019.6,0.825949498,1772.558308,10.301
18777,21138.20423,1494.117647,25,0,979.2,1017.8,12.5,1019.3,0.825949498,1811.873317,10.158
18281.28,19695.03521,1435.294118,26.1,-0.6,978.3,1017,12.8,1018.3,0.825949498,1734.038561,9.927
18525.165,19071.30282,1552.941176,27.2,-0.6,977.3,1015.9,13.2,1017.3,0.825949498,1845.032335,9.724
18769.05,17277.53521,1538.235294,27.8,-1.1,976.3,1014.9,13.3,1016.3,0.825949498,1809.631416,10.189
21519.4,16769.26056,1591.176471,28.9,-2.2,975.6,1014.2,13.4,1015.6,0.825949498,1865.8578,11.684
21572.05,15576.02113,1567.647059,28.9,-2.2,975.3,1013.8,13.4,1015.2,0.825949498,1828.187816,11.713
20999.88,14718.16901,1608.823529,28.3,-2.2,975.3,1013.8,13.2,1015.2,0.832427699,1857.116656,11.403
20685.65,14326.93662,1585.294118,27.2,-1.7,975.3,1014.1,12.9,1015.2,0.832427699,1827.819758,11.231
20977.2,14221.51408,1582.352941,23.3,0,975.6,1014.6,11.8,1015.6,0.832427699,1824.608253,11.39
20819.3,14108.83803,1632.352941,23.3,-0.6,976,1014.9,11.6,1015.9,0.832427699,1872.717206,11.305
20575.47,13931.02113,1658.823529,22.8,-0.6,976.6,1015.3,11.4,1016.6,0.832427699,1896.221763,11.171
21300.47,14425.49296,1750,20.6,0.6,977,1015.6,10.8,1016.9,0.832427699,1995.806392,11.565
