KW,CHWTON,HTmmBTU,temperature,dew_point_temperature,station_level_pressure,sea_level_pressure,wet_bulb_temperature,altimeter,DayOfYear_cos,Combined mmBTU,GHG
16914.38,17857.53521,2623.529412,17.8,2.2,975.3,1014.3,10.1,1015.2,0.911961503,127.5,8.155
16340.4,16280,2685.294118,19.4,1.1,976,1014.7,10.5,1015.9,0.911961503,120.37,8.022
15609.88,14527.35915,2605.882353,20.6,0,975.6,1014.4,10.6,1015.6,0.911961503,111.63,7.889
14806.38,12903.20423,2997.058824,21.7,-1.7,974.7,1013.4,10.5,1014.6,0.911961503,104.69,7.756
14040.78,11823.97887,3126.470588,22.2,-2.2,974,1012.7,10.6,1013.9,0.911961503,98.83,7.623
13282.77,10454.85915,3094.117647,21.7,-1.7,973.7,1012.2,10.5,1013.5,0.911961503,91.47,7.216
12490.07,9214.753521,3047.058824,22.8,-3.9,973.3,1011.9,10.4,1013.2,0.911961503,84.38,6.781
12701.2,8701.373239,2985.294118,22.2,-6.7,973.3,1012,9.5,1013.2,0.907023047,83.14,6.897
12682.68,8258.838028,2970.588235,21.7,-6.7,974,1012.8,9.2,1013.9,0.907023047,81.52,6.886
12690.8,8004.683099,3014.705882,19.4,-5.6,974.7,1013.6,8.5,1014.6,0.907023047,80.83,6.89
12577.95,7755.774648,3105.882353,17.8,-5.6,975,1014,7.7,1014.9,0.907023047,79.91,6.831
12528.58,7736.760563,3258.823529,16.1,-5,975.3,1014.4,7,1015.2,0.907023047,80.19,6.804
13089.63,7900.915493,3535.294118,15.6,-5.6,976,1015.1,6.6,1015.9,0.907023047,83.61,7.107
13622,8199.014085,3442.647059,14.4,-5.6,976.3,1015.4,6.1,1016.3,0.907023047,86.81,7.398
13989.45,8297.711268,3350,13.9,-5,977,1016,5.9,1016.9,0.907023047,88.34,7.585
13740.22,8403.204225,3257.352941,12.2,-3.3,977.3,1016.2,5.6,1017.3,0.907023047,87.47,6.815
14108.77,9074.295775,3164.705882,11.7,-2.8,977,1016.1,5.5,1016.9,0.907023047,89.82,5.374
14632.1,10257.00704,2891.176471,11.1,-1.7,977,1016.2,5.6,1016.9,0.907023047,94.72,4.481
15916.65,12227.21831,2785.294118,10,-2.2,977,1015.9,4.8,1016.9,0.907023047,105.45,4.726666667
16071.63,13593.97887,2785.294118,9.4,-0.6,977,1016.1,5.1,1016.9,0.907023047,110.64,4.972333333
16281.45,14514.85915,2697.058824,9.4,-0.6,977,1016.2,5.1,1016.9,0.907023047,114.19,5.218
16405.4,15116.97183,2705.882353,9.4,-2.2,977,1016.3,4.5,1016.9,0.907023047,116.69,5.463666667
16407.35,14700.25528,2623.529412,9.4,-2.2,977.3,1016.6,4.5,1017.3,0.907023047,118.37,5.709333333
16237.45,14283.53873,2652.941176,11.1,-2.8,977.9,1017.2,5.2,1017.9,0.907023047,118.2,5.955
15830.1,13866.82218,2700,12.8,-2.2,977.9,1017.3,6.2,1017.9,0.907023047,114.84,7.577
15345.58,13450.10563,2750,15,-2.8,977.6,1016.8,7.1,1017.6,0.907023047,107.55,8.068
14827.45,12346.90141,2844.117647,16.1,-3.9,977.3,1016.4,7.4,1017.3,0.907023047,102.35,8.044
14266.02,11644.89437,2876.470588,18.3,-4.4,976,1015,8.2,1015.9,0.907023047,98.14,7.749
13466.77,10669.57746,2967.647059,18.3,-5,974.7,1013.5,8.1,1014.6,0.907023047,92.4,7.311
12898.8,9371.443662,2914.705882,19.4,-5,973.7,1012.6,8.6,1013.5,0.907023047,85.86,7.005
12440.13,8236.232394,2958.823529,20.6,-5,973.3,1012.2,9.1,1013.2,0.907023047,80.58,6.757
12130.22,7646.091549,2935.294118,20,-6.1,973,1012,8.6,1012.9,0.901963981,77.42,6.588
11885.35,7379.683099,3044.117647,19.4,-6.1,972.4,1011.6,8.3,1012.2,0.901963981,76.05,6.453
11682.8,7237.183099,3129.411765,17.8,-5.6,972.7,1011.7,7.7,1012.5,0.901963981,75.17,6.341
11780.8,6958.380282,3250,16.7,-5,973,1012.2,7.3,1012.9,0.901963981,74.96,6.398
11821.35,7004.507042,3329.411765,15.6,-3.9,973.3,1012.5,7.1,1013.2,0.901963981,75.52,6.419
12039.28,7119.894366,3414.705882,13.9,-2.8,973.7,1013,6.6,1013.5,0.901963981,76.95,6.535
12409.7,7388.943662,3588.235294,12.8,-1.1,974,1013.3,6.6,1013.9,0.901963981,79.73,6.737
12606.75,7411.65493,3617.647059,11.7,-1.7,974.3,1013.5,5.8,1014.2,0.901963981,80.57,6.832
12619.88,7701.584507,3529.411765,11.1,-1.1,974.7,1013.6,5.7,1014.6,0.901963981,81.31,6.166
12835.27,8334.612676,3188.235294,10,-1.1,974.3,1013.5,5.2,1014.2,0.901963981,83.04,4.637
13502.45,9801.619718,2800,10,-1.7,974.7,1013.7,5,1014.6,0.901963981,88.99,3.796
14366.88,11369.22535,2550,9.4,-1.1,974.7,1013.6,4.9,1014.6,0.901963981,96.44,4.078166667
15442.15,13704.0493,2532.352941,8.3,-0.6,974.7,1014,4.5,1014.6,0.901963981,108,4.360333333
15608.48,14753.38028,2526.470588,8.3,-1.1,975,1014.1,4.3,1014.9,0.901963981,112.12,4.6425
15760.1,14379.11385,2564.705882,7.2,-1.1,976,1015.2,3.7,1015.9,0.901963981,115.12,4.924666667
15787.2,14004.84742,2538.235294,8.3,-0.6,976.6,1016.1,4.5,1016.6,0.901963981,116.61,5.206833333
15575.73,13630.58099,2617.647059,10,-1.1,977.3,1016.6,5.2,1017.3,0.901963981,116.23,5.489
15334.05,13256.31455,2629.411765,13.3,-1.1,977.3,1016.5,6.9,1017.3,0.901963981,112.71,7.237
15076.92,12882.04812,2767.647059,15.6,-2.2,977.6,1016.8,7.6,1017.6,0.901963981,107.59,7.912
14606.35,12507.78169,2832.352941,18.3,-2.8,977,1016.2,8.7,1016.9,0.901963981,102.1,7.909
14039.97,11713.16901,2808.823529,19.4,-3.9,976.3,1015.4,8.9,1016.3,0.901963981,97.38,7.624
13638.42,10664.43662,2720.588235,20.6,-5.6,975.3,1014.4,9,1015.2,0.901963981,92.13,7.406
12643.95,9336.161972,2644.117647,21.1,-6.1,975,1013.9,9.1,1014.9,0.901963981,83.95,6.866
11958.65,8037.957746,2870.588235,22.2,-6.7,974.3,1013.3,9.5,1014.2,0.901963981,77.96,6.492
11722.02,7460.598592,3082.352941,21.7,-7.2,974,1013.1,9.1,1013.9,0.896785804,75.9,6.364
11613.75,7313.274648,3111.764706,21.1,-6.7,974,1013,9,1013.9,0.896785804,75.13,6.306
11590.95,7396.690141,3141.176471,20,-6.7,974,1013.1,8.5,1013.9,0.896785804,75.44,6.293
11544.13,7103.873239,3211.764706,17.2,-5.6,974.3,1013.6,7.4,1014.2,0.896785804,74.52,6.268
11555.52,7010.950704,3323.529412,15.6,-2.8,974.3,1013.7,7.4,1014.2,0.896785804,74.62,6.273
11805.47,7246.302817,3347.058824,14.4,-1.7,974.3,1013.6,7.2,1014.2,0.896785804,76.36,6.412
12207.73,7280.352113,3411.764706,13.3,-2.2,974.3,1013.5,6.5,1014.2,0.896785804,78.07,6.628
12365.92,7281.056338,3544.117647,12.8,-2.2,974,1013.2,6.2,1013.9,0.896785804,79.06,6.698
12306.8,7631.338028,3588.235294,11.7,-1.7,974,1013,5.8,1013.9,0.896785804,80.2,5.986
12630.05,8462.535211,3320.588235,11.7,-1.7,973.7,1012.6,5.8,1013.5,0.896785804,83.23,4.537
13160.8,9773.309859,2970.588235,10,-1.7,973.7,1012.7,5,1013.5,0.896785804,88.32,3.609
14281.58,11855.9507,2638.235294,10,-1.7,973.3,1012.3,5,1013.2,0.896785804,98.11,3.882666667
14857.9,13479.96479,2558.823529,8.9,-1.7,973.3,1012.4,4.4,1013.2,0.896785804,105.34,4.156333333
15009.47,14373.62676,2541.176471,8.9,-2.2,973.3,1012.4,4.2,1013.2,0.896785804,108.84,4.43
15191.25,15207.85211,2511.764706,8.3,-2.2,973.3,1012.4,3.9,1013.2,0.896785804,112.21,4.703666667
15055.7125,14842.4912,2511.764706,8.9,-1.7,974,1013.1,4.4,1013.9,0.896785804,114.7,4.977333333
14920.175,14477.13028,2523.529412,11.1,-2.8,974.7,1013.8,5.2,1014.6,0.896785804,115.09,5.251
14784.6375,14111.76937,2558.823529,13.9,-2.2,974.7,1013.7,6.8,1014.6,0.896785804,112.38,7.123
14649.1,13746.40845,2626.470588,17.2,-2.8,974.3,1013.4,8.2,1014.2,0.896785804,105.76,7.681
13916.6,12478.06338,2673.529412,18.3,-2.8,973.3,1012.5,8.7,1013.2,0.896785804,99.1,7.553
14179.42,12107.88732,2755.882353,19.4,-3.9,972.4,1011.5,8.9,1012.2,0.896785804,99.02,7.699
13710.18,11358.59155,2820.588235,20.6,-5,971.7,1010.7,9.1,1011.5,0.896785804,95.09,7.448
13210.55,9926.373239,2667.647059,22.2,-5,971.1,1009.9,9.9,1010.8,0.896785804,87.97,7.172
12182.63,8492.112676,2664.705882,21.7,-6.1,970.7,1009.4,9.3,1010.5,0.896785804,79.57,6.615
12268.17,7809.894366,2802.941176,21.7,-6.7,970.4,1009.3,9.2,1010.2,0.891490052,78,6.662
12257.78,7771.161972,3026.470588,21.7,-8.3,970.4,1009.2,8.8,1010.2,0.891490052,78.6,6.657
12212.13,7572.007042,3150,20.6,-6.7,970.7,1009.8,8.7,1010.5,0.891490052,78.19,6.631
11990.65,7313.239437,3238.235294,20,-6.7,971.4,1010.4,8.4,1011.2,0.891490052,76.84,6.51
12206.33,7291.478873,3288.235294,17.2,-4.4,971.7,1010.9,7.7,1011.5,0.891490052,77.68,6.627
12855.95,7442.007042,3741.176471,15.6,-2.8,972.4,1011.2,7.4,1012.2,0.891490052,81.95,6.98
13386.92,7879.295775,3797.058824,14.4,-1.1,972.4,1011.1,7.4,1012.2,0.891490052,85.44,7.27
13831.95,7976.514085,3738.235294,13.3,-1.7,972.4,1011.3,6.7,1012.2,0.891490052,87.09,7.495
13735.42,8269.929577,3667.647059,12.8,-1.7,972.7,1011.5,6.4,1012.5,0.891490052,87.52,6.74
14170.83,9313.626761,3302.941176,11.7,-1.7,972.7,1011.4,5.8,1012.5,0.891490052,91.32,5.373
15757.05,11492.95775,3111.764706,11.1,-1.7,972.7,1011.4,5.6,1012.5,0.891490052,103.51,5.056
16379.3,13718.66197,2658.823529,10,-0.6,972.4,1011.4,5.4,1012.2,0.891490052,111.68,5.205
16930.33,15478.02817,2523.529412,10,-2.2,972.7,1011.5,4.8,1012.5,0.891490052,119.09,5.354
17129.68,17051.97183,2520.588235,9.4,-1.7,973,1012,4.7,1012.9,0.891490052,125.13,5.503
17447.75,17954.01408,2488.235294,8.9,-1.1,973.7,1012.7,4.6,1013.5,0.891490052,129.18,5.652
17128.595,17325.01408,2538.235294,9.4,-1.1,974.3,1013.4,4.9,1014.2,0.891490052,136.57,5.801
16809.44,16696.01408,2535.294118,11.7,-1.1,975.3,1014.4,6,1015.2,0.891490052,135.33,6.624
16490.285,16067.01408,2514.705882,15,-3.3,975.3,1014.5,7,1015.2,0.891490052,130.8,8.164
16171.13,15438.01408,2720.588235,16.7,-3.3,976,1015.2,7.8,1015.9,0.891490052,120.53,8.1065
15980.23,14809.01408,2685.294118,18.9,-2.8,975.6,1014.5,9,1015.6,0.891490052,114.12,8.049
15233.32,13560.35211,2667.647059,21.7,-3.3,974.7,1013.6,10.1,1014.6,0.891490052,107.26,7.9915
14613.38,12257.53521,2814.705882,22.2,-5.6,973.7,1012.6,9.7,1013.5,0.891490052,101.21,7.934
13748.05,10633.34507,2705.882353,23.3,-5.6,973,1012,10.2,1012.9,0.891490052,92.34,7.467
12698.17,9103.415493,2800,23.9,-7.2,972.7,1011.6,10.1,1012.5,0.891490052,83.87,6.893
12503.25,8215.774648,3035.294118,23.9,-7.8,972.7,1011.4,10,1012.5,0.886078292,80.98,6.788
12634.1,7995.739437,3008.823529,23.3,-8.3,972.7,1011.7,9.6,1012.5,0.886078292,80.59,6.86
12436.98,8060.387324,3029.411765,21.7,-7.2,973,1012,9.1,1012.9,0.886078292,80.21,6.751
12287.05,7807.077465,3182.352941,18.9,-3.9,973.3,1012.5,8.6,1013.2,0.886078292,79.35,6.672
12413.67,7754.014085,3355.882353,16.7,-1.7,973.7,1012.9,8.3,1013.5,0.886078292,80.2,6.744
12978.05,7961.056338,3620.588235,15,-0.6,974.3,1013.4,7.9,1014.2,0.886078292,83.72,7.047
13467.75,8304.823944,3524.264706,15,-1.7,974.3,1013.4,7.5,1014.2,0.886078292,87.09,7.311
13775.95,8329.366197,3427.941176,13.3,-2.8,974.7,1013.5,6.3,1014.6,0.886078292,88.22,7.455
13807.72,8541.901408,3331.617647,12.8,-3.3,974.3,1013.4,5.9,1014.2,0.886078292,88.53,6.645
14162.25,9840.739437,3235.294118,12.8,-3.3,974.7,1013.4,5.9,1014.6,0.886078292,92.86,5.46
15578.48,11856.76056,2982.352941,11.7,-2.8,974.3,1013.1,5.5,1014.2,0.886078292,103.7,5.383
16229.38,14075.66901,2741.176471,11.7,-2.8,974.3,1013.1,5.5,1014.2,0.886078292,112.66,5.783
16523.58,15084.64789,2538.235294,10.6,-2.2,974,1013,5.1,1013.9,0.886078292,116.42,6.183
16427.718,16740.73944,2473.529412,9.4,-2.8,974.3,1013.1,4.3,1014.2,0.886078292,124.75,6.583
16331.856,16330.6338,2426.470588,9.4,-2.8,974.7,1013.8,4.3,1014.6,0.886078292,132.33,6.983
16235.994,15920.52817,2517.647059,10,-2.2,975,1014.3,4.8,1014.9,0.886078292,129.36,7.383
16140.132,15510.42254,2526.470588,13.3,-3.3,975.6,1014.8,6.1,1015.6,0.886078292,126.19,7.899
16044.27,15100.3169,2591.176471,15.6,-3.9,975.6,1014.9,7.1,1015.6,0.886078292,119.47,8.135
16019.73,14690.21127,2658.823529,18.3,-3.9,976,1014.8,8.4,1015.9,0.886078292,116.22,8.163666667
15630.35,14280.10563,2605.882353,20.6,-5,975.3,1014.4,9.1,1015.2,0.886078292,110.86,8.192333333
15141.58,13388.09859,2582.352941,21.1,-5,974.7,1013.6,9.4,1014.6,0.886078292,106.07,8.221
14699.67,12584.01408,2664.705882,22.8,-4.4,973.3,1012.3,10.3,1013.2,0.886078292,102.1,7.981
13396.83,11072.95775,2647.058824,23.3,-4.4,972.7,1011.5,10.5,1012.5,0.886078292,92.45,7.274
13350.55,10144.43662,2635.294118,22.2,-5.6,972.4,1011.2,9.7,1012.2,0.886078292,89.09,7.247
12558.63,8996.126761,2585.294118,22.8,-5.6,972,1010.8,10,1011.9,0.880552129,82.3,6.817
12622.85,8675.246479,2647.058824,22.2,-4.4,971.7,1010.7,10,1011.5,0.880552129,81.63,6.852
12521.65,8714.612676,2794.117647,21.7,-5,972,1010.9,9.6,1011.9,0.880552129,81.93,6.8
12462.68,8517.042254,2914.705882,18.3,-2.8,972.4,1011.5,8.7,1012.2,0.880552129,81.46,6.767
12428.78,8467.077465,3061.764706,18.3,-2.8,972,1011,8.7,1011.9,0.880552129,81.68,6.749
12957.33,8806.091549,3094.117647,17.2,-2.2,972.4,1011.2,8.4,1012.2,0.880552129,84.75,7.035
13515.6,9247.042254,3094.117647,17.8,-3.3,972.7,1011.3,8.3,1012.5,0.880552129,88.15,7.338
13968.48,9428.06338,3167.647059,15,0.6,972.4,1011.2,8.2,1012.2,0.880552129,90.57,7.567
13994.65,9623.028169,3205.882353,15.6,-1.1,972.4,1011.1,7.9,1012.2,0.880552129,91.45,7.064
15069.48,10696.51408,3005.882353,14.4,-1.1,972,1010.5,7.4,1011.9,0.880552129,98.09,6.226
15946.2,13128.27465,3020.588235,15,-2.2,972,1010.5,7.3,1011.9,0.880552129,109.42,5.85
16688.55,14801.83099,2755.882353,14.4,-1.1,971.7,1010.5,7.4,1011.5,0.880552129,116.76,6.031666667
17182.45,16430.88028,2741.176471,13.3,-0.6,971.7,1010.5,7,1011.5,0.880552129,123.95,6.213333333
17690.63,17788.30986,2414.705882,13.3,-0.6,972,1010.7,7,1011.9,0.880552129,129.19,6.395
17515.65,18136.40845,2523.529412,12.8,0,972,1010.9,7,1011.9,0.880552129,130.16,6.576666667
17574.35,18442.00704,2420.588235,12.8,0,972.7,1011.8,7,1012.5,0.880552129,131.04,6.758333333
17347.285,17654.87089,2297.058824,13.9,-1.1,973.3,1012.2,7.1,1013.2,0.880552129,134.88,6.94
17120.22,16867.73474,2394.117647,16.7,-0.6,974,1012.8,8.6,1013.9,0.880552129,129.56,8.13
15894.45,16080.59859,2500,18.3,-2.2,974,1012.9,8.9,1013.9,0.880552129,117.54,8.0218
15674.57,14912.57042,2535.294118,20.6,-2.8,973.7,1012.4,9.7,1013.5,0.880552129,112.93,7.9136
15082.33,13719.01408,2494.117647,22.8,-3.3,972.7,1011.4,10.5,1012.5,0.880552129,106.7,7.8054
14689.53,12619.50704,2576.470588,22.2,-4.4,971.7,1010.3,10,1011.5,0.880552129,101.89,7.6972
13974.32,11361.05634,2585.294118,22.2,-4.4,971.1,1009.7,10,1010.8,0.880552129,95.19,7.589
13198.55,10012.46479,2602.941176,23.3,-3.9,971.1,1009.5,10.6,1010.8,0.880552129,88.01,7.165
12419.55,8612.253521,2829.411765,22.8,-3.9,971.1,1009.7,10.4,1010.8,0.874913201,81.34,6.745
12371.53,7950.528169,2964.705882,22.2,-4.4,971.4,1009.9,10,1011.2,0.874913201,79.39,6.718
12253.05,7713.133803,2961.764706,21.1,-3.9,971.7,1010.5,9.7,1011.5,0.874913201,78.17,6.653
12183.17,7632.429577,3108.823529,18.9,-2.2,972.4,1011.1,9.1,1012.2,0.874913201,78.15,6.614
12280.83,7659.788732,3194.117647,17.8,-1.7,972.7,1011.4,8.8,1012.5,0.874913201,78.87,6.668
12821.7,8217.183099,3435.294118,16.7,-1.7,972.7,1011.7,8.3,1012.5,0.874913201,83.44,6.963
13203.45,8251.338028,3552.941176,15,-0.6,973,1011.9,7.9,1012.9,0.874913201,85.25,7.167
13558.92,8512.147887,3501.470588,13.9,0.6,973.3,1012.2,7.7,1013.2,0.874913201,87.65,7.344
13624.3,8843.767606,3450,13.3,0,973.7,1012.5,7.2,1013.5,0.874913201,88.36,6.623
14092.75,9965.528169,3061.764706,12.8,0,974,1012.8,7,1013.9,0.874913201,92.45,5.358
15535.27,12008.83803,2761.764706,11.7,0.6,974,1012.9,6.6,1013.9,0.874913201,103.33,4.934
16414.9,14654.75352,2576.470588,11.1,1.1,974,1012.9,6.5,1013.9,0.874913201,114.72,5.0656
16814.35,15828.69718,2435.294118,10,0.6,974,1013.1,5.8,1013.9,0.874913201,119.6,5.1972
16970.8,16603.30986,2432.352941,10.6,-0.6,974.7,1013.6,5.7,1014.6,0.874913201,122.76,5.3288
17505.05,17779.3662,2352.941176,10,0,975.3,1014.3,5.6,1015.2,0.874913201,128.33,5.4604
17486.775,17216.71831,2270.588235,10.6,-0.6,975.3,1014.3,5.7,1015.2,0.874913201,135.61,5.592
17468.5,16654.07042,2344.117647,13.3,-1.1,976,1015.2,6.9,1015.9,0.874913201,133.68,6.385
16046.63,16091.42254,2264.705882,15.6,-1.1,976.3,1015.3,7.9,1016.3,0.874913201,123.99,7.482
16054.3,15528.77465,2488.235294,18.3,-1.1,976.3,1015.3,9.2,1016.3,0.874913201,119.66,8.392
15622.38,14966.12676,2441.176471,19.4,-1.1,975.6,1014.5,9.7,1015.6,0.874913201,112.61,8.432
14939.2,14026.90141,2458.823529,21.1,-1.7,974.7,1013.6,10.3,1014.6,0.874913201,107.14,8.112
15537.5,12692.57042,2564.705882,23.3,-2.2,973.7,1012.4,11.1,1013.5,0.874913201,105,8.436
15873.375,11014.47183,2523.529412,23.3,-2.8,973.3,1012,10.9,1013.2,0.874913201,109.52,8.6165
16209.25,9611.901408,2447.058824,24.4,-2.2,972.7,1011.5,11.6,1012.5,0.874913201,96.38,8.797
14932.85,8901.584507,2411.764706,24.4,-2.2,972.4,1011.1,11.6,1012.2,0.869163177,89.49,8.107
14975.72,8710.316901,2511.764706,23.3,-2.2,971.7,1010.7,11.1,1011.5,0.869163177,85.61,7.541
15018.59,8455.140845,2897.058824,22.2,-2.2,972,1010.9,10.6,1011.9,0.869163177,87.23,7.728
15061.46,8253.485915,2947.058824,18.9,-0.6,972,1011.1,9.6,1011.9,0.869163177,87.97,7.927
15104.33,8450.915493,3091.176471,18.9,-1.1,972,1010.8,9.5,1011.9,0.869163177,89.16,7.931
15147.2,8908.274648,3282.352941,16.7,0,971.4,1010.3,8.8,1011.2,0.869163177,93.2,8.226
15740.43,9355.28169,3226.470588,15.6,0,971.7,1010.7,8.3,1011.5,0.869163177,97.06,8.544
15270.88,9534.084507,3170.588235,15,0,971.4,1010.3,8,1011.2,0.869163177,95.69,8.288
15351.27,9991.725352,3114.705882,13.9,0.6,971.1,1009.8,7.7,1010.8,0.869163177,97.02,7.577
15761,11669.61268,2755.882353,13.9,0,971.4,1009.9,7.5,1011.2,0.869163177,102.92,6.539
16119.62,14210.6338,2588.235294,13.9,0.6,971.1,1009.5,7.7,1010.8,0.869163177,112.23,5.057
15836.42,16067.1831,2397.058824,13.3,0,970.7,1009.4,7.2,1010.5,0.869163177,116.94,5.278333333
16033.95,17395.35211,2364.705882,13.3,0,969.7,1008.2,7.2,1009.5,0.869163177,122.04,5.499666667
16115.75,16912.85211,2344.117647,13.3,0,969.4,1008.1,7.2,1009.1,0.869163177,125.43,5.721
16023.3,16430.35211,2344.117647,12.8,0,969.7,1008.3,7,1009.5,0.869163177,124.62,5.942333333
15710.35,15947.85211,2273.529412,12.8,-0.6,969.4,1008.1,6.8,1009.1,0.869163177,121.95,6.163666667
15340.63,15465.35211,2288.235294,15,-0.6,969.7,1008.4,7.8,1009.5,0.869163177,118.6,6.385
14794.8,14982.85211,2308.823529,17.8,-0.6,969.7,1008.7,9.1,1009.5,0.869163177,114.04,6.955
15004.5,14500.35211,2364.705882,18.9,0,969.7,1008.5,9.8,1009.5,0.869163177,105.34,7.383
15214.2,12806.8662,2432.352941,20.6,-0.6,969.1,1007.8,10.4,1008.8,0.869163177,103.83,8.255
14864.08,12185.24648,2514.705882,21.7,-1.1,968.1,1006.5,10.7,1007.8,0.869163177,100.79,8.07
14759.32,11413.41549,2723.529412,21.7,-0.6,967.1,1005.8,10.8,1006.8,0.869163177,98.51,8.013
15695.42,10042.35915,2717.647059,22.2,2.2,966.8,1005.2,12,1006.4,0.869163177,97.02,8.519
15389.13,9408.415493,2547.058824,21.1,3.3,966.5,1005.2,12,1006.1,0.869163177,93.24,8.355
15008.55,8760.915493,2558.823529,21.1,2.2,966.5,1005.2,11.5,1006.1,0.863303762,89.77,8.148
14940.58,8367.816901,2717.647059,20,2.8,967.1,1005.6,11.3,1006.8,0.863303762,88.74,8.111
14568,7935.950704,2873.529412,17.8,2.8,967.1,1005.8,10.3,1006.8,0.863303762,86.52,7.908
13911,7336.091549,2864.705882,17.2,3.3,968.1,1006.9,10.3,1007.8,0.863303762,82.21,7.552
13988.13,7452.78169,2932.352941,16.1,3.9,969.1,1007.8,10,1008.8,0.863303762,83.1,7.597
14899.08,8134.260563,2976.470588,16.1,4.4,969.4,1008,10.2,1009.1,0.863303762,88.68,8.09
15156.08,8312.992958,2894.117647,15,4.4,970.1,1008.7,9.7,1009.8,0.863303762,89.88,8.228
15128.08,8314.014085,2958.823529,15,4.4,970.1,1008.6,9.7,1009.8,0.863303762,90.02,8.195
14721.285,8203.661972,3032.352941,14.4,5,969.7,1008.6,9.7,1009.5,0.863303762,81.49,6.513
14314.49,8595.915493,3005.882353,12.8,4.4,970.1,1008.8,8.7,1009.8,0.863303762,83.43,5.972
13907.695,9220.140845,2929.411765,11.7,4.4,970.1,1008.9,8.2,1009.8,0.863303762,86.12,5.4
13500.9,10254.61268,2688.235294,11.1,4.4,970.1,1008.9,7.9,1009.8,0.863303762,90.16,4.588
14693.4,12330.6338,2317.647059,10.6,3.9,970.1,1009,7.4,1009.8,0.863303762,100.04,4.9885
15127.45,14018.52113,2235.294118,10,3.9,970.1,1009,7.1,1009.8,0.863303762,107,5.389
15263.85,13710.65728,2273.529412,10,3.9,971.1,1010,7.1,1010.8,0.863303762,110.76,5.7895
15293.95,13402.79343,2229.411765,10,3.3,971.4,1010.5,6.9,1011.2,0.863303762,111.03,6.19
15249.8,13094.92958,2305.882353,11.1,3.3,972.4,1011.5,7.4,1012.2,0.863303762,111.44,6.5905
15055.97,12787.06573,2367.647059,12.8,3.9,971.4,1010.3,8.5,1011.2,0.863303762,108.62,6.991
14920.1,12479.20188,2500,13.9,3.9,971.1,1010,9,1010.8,0.863303762,104.11,7.923
14513.83,12171.33803,2808.823529,16.1,3.9,968.4,1007.2,10,1008.1,0.863303762,100.56,7.881
14008.7,11552.71127,2814.705882,19.4,3.9,965.5,1004,11.5,1005.1,0.863303762,96.74,7.607
13730.45,10938.4507,2852.941176,20.6,3.3,964.5,1002.9,11.7,1004.1,0.863303762,93.83,7.453
13106.53,9956.725352,2711.764706,20.6,2.8,964.2,1002.8,11.5,1003.7,0.863303762,87.88,7.114
12311.95,8136.338028,2955.882353,21.7,1.7,963.5,1001.9,11.6,1003,0.863303762,79.79,6.684
12134.6,7749.612676,2938.235294,21.1,2.2,962.5,1001.1,11.5,1002,0.857336693,77.8,6.59
12013.77,7492.253521,2952.941176,19.4,2.2,962.2,1000.8,10.8,1001.7,0.857336693,76.57,6.524
11984.97,7405.246479,2891.176471,18.3,1.7,962.2,1000.8,10.1,1001.7,0.857336693,75.96,6.506
11952.95,7494.43662,2873.529412,17.2,1.7,962.2,1000.9,9.6,1001.7,0.857336693,76.09,6.49
12065.2,7492.922535,3029.411765,17.2,1.7,961.9,1000.6,9.6,1001.4,0.857336693,77.01,6.551
12333.02,7524.929577,3250,16.1,3.3,961.9,1000.6,9.8,1001.4,0.857336693,78.78,6.695
12637.53,7947.359155,3344.117647,14.4,1.1,962.5,1001.3,8.1,1002,0.857336693,81.57,6.86
12800.6,7869.507042,3376.470588,14.4,0.6,962.9,1001.5,7.9,1002.4,0.857336693,81.97,6.938
12658.53,7998.028169,3314.705882,13.3,1.1,963.2,1001.8,7.6,1002.7,0.857336693,81.72,5.954
12972.53,8754.71831,3167.647059,13.3,1.1,963.5,1002,7.6,1003,0.857336693,84.87,4.468
13484.55,9803.767606,2955.882353,13.3,0,963.5,1002,7.2,1003,0.857336693,89.48,3.413
14007.05,10698.90845,2744.117647,12.8,-1.1,963.5,1002,6.6,1003,0.857336693,93.59,3.860428571
13943.78125,12057.32394,2555.882353,11.7,-2.2,963.5,1002.1,5.6,1003,0.857336693,100.8,4.307857143
13880.5125,11806.78571,2511.764706,11.1,-3.3,964.5,1003.2,5,1004.1,0.857336693,104.74,4.755285714
13817.24375,11556.24748,2579.411765,10.6,-3.3,965.2,1003.8,4.7,1004.7,0.857336693,105.95,5.202714286
13753.975,11305.70926,2582.352941,10.6,-4.4,965.8,1004.7,4.4,1005.4,0.857336693,106.18,5.650142857
13690.70625,11055.17103,2550,12.2,-3.3,966.5,1005.2,5.6,1006.1,0.857336693,104.89,6.097571429
13627.4375,10804.6328,2708.823529,13.3,-3.3,967.1,1006,6.1,1006.8,0.857336693,102.49,6.545
13564.16875,10554.09457,2814.705882,15,-1.7,968.1,1006.8,7.5,1007.8,0.857336693,97.28,7.346
13500.9,10303.55634,2776.470588,15.6,-1.1,968.1,1006.9,7.9,1007.8,0.857336693,90.62,7.282
13186.8,9686.232394,2776.470588,17.8,-1.7,967.8,1006.6,8.8,1007.5,0.857336693,87.44,7.158
12928.13,9295.528169,3114.705882,18.3,-2.8,967.4,1006.3,8.7,1007.1,0.857336693,86.38,7.02
13376.05,8957.746479,3223.529412,17.8,-3.9,967.4,1006.1,8.1,1007.1,0.857336693,87.13,7.263
